OBJECTID_12_13 *,Shape *,num,name,loc1,loc2,lat,long,EMD_CD,1월 합계,2월 합계,3월 합계,4월 합계,5월 합계,6월 합계
1452,Point,2128,관악구청교차로,관악구,서울특별시 관악구 관악로 153,37.479164,126.952583,11620101,315,315,443,725,906,821
1453,Point,2129,낙성대 과학전시관,관악구,서울특별시 관악구 낙성대로 101,37.469055,126.958145,11620101,962,901,1486,2449,3229,2719
1454,Point,2130,영어마을 관악캠프,관악구,서울특별시 관악구 낙성대로 70,37.471989,126.958427,11620101,73,66,117,250,303,222
1455,Point,2135,신림역 5번출구,관악구,서울특별시 관악구 남부순환로 지하 1614,37.484409,126.928909,11620102,209,215,312,486,636,553
1456,Point,2136,신림역 8번출구,관악구,서울특별시 관악구 신림로 340,37.484509,126.930069,11620102,437,362,533,749,1127,910
1457,Point,2137,KT&G 관악지점,관악구,서울특별시 관악구 남부순환로 1675,37.484901,126.936531,11620101,420,389,595,968,1171,977
1458,Point,2139,서울신성초등학교,관악구,서울특별시 관악구 신림로 114,37.471165,126.937019,11620102,341,373,571,922,1337,1125
1459,Point,2140,신림1교 교차로,관악구,서울특별시 관악구 신림로 270,37.478428,126.931862,11620102,329,357,693,1119,1414,1209
1460,Point,2141,미림여고입구 교차로,관악구,서울특별시 관악구 신림로 137,37.472294,126.933411,11620102,193,182,322,487,631,594
1461,Point,2143,서울산업정보학교,관악구,서울특별시 관악구 신림로 67,37.470695,126.9422,11620102,542,709,1137,1767,2598,2848
1462,Point,2144,난우길입구,관악구,서울특별시 관악구 문성로 115,37.477776,126.916756,11620102,92,163,208,305,409,393
1463,Point,2145,은천초등학교 육교,관악구,서울특별시 관악구 은천로 69,37.486359,126.942925,11620101,290,345,537,853,1170,1004
1464,Point,2148,낙성대역 3번출구 뒤,관악구,서울특별시 관악구 남부순환로 지하 1928,37.477028,126.963394,11620101,705,705,1128,1643,2229,2070
1465,Point,2156,신림푸르지오아파트,관악구,서울특별시 금천구 남부순환로 1428,37.480721,126.909325,11545102,509,472,880,1399,2030,1903
1466,Point,2159,인헌초교,관악구,서울특별시 관악구 봉천동 244-1 ,37.47509,126.959228,11620101,873,768,1250,2083,2402,2216
1467,Point,2164,관악우체국,관악구,서울특별시 관악구 남부순환로 1641,37.484768,126.932877,11620102,224,262,302,849,1064,771
1468,Point,2165,JK장평타워,관악구,서울특별시 관악구 남부순환로 1943,37.476482,126.965363,11620101,2124,2130,3620,6490,7814,6369
1469,Point,2167,낙성대역 1번출구,관악구,서울특별시 관악구 남부순환로 1944,37.476295,126.964958,11620101,449,357,611,1021,1203,1080
1470,Point,2169,봉천역 2번출구,관악구,서울특별시 관악구 남부순환로 1728,37.482189,126.942131,11620101,766,697,1074,1722,2452,2422
1471,Point,2170,조원동서울본병원,관악구,서울특별시 관악구 남부순환로 1451,37.481529,126.912033,11620102,837,883,1750,3288,3869,3154
1472,Point,2171,서울대입구역 5번출구,관악구,서울특별시 관악구 남부순환로 1817,37.481548,126.952004,11620101,3123,2907,5052,9142,11986,10006
1473,Point,2172,나들목공원,관악구,서울특별시 관악구 신림로 41,37.469406,126.944511,11620102,258,313,656,1014,1039,692
1474,Point,2173,당곡사거리,관악구,서울특별시 관악구 보라매로 3,37.48975,126.927467,11620101,613,602,870,1474,1739,1648
1475,Point,2174,삼성디지털프라자관악점,관악구,서울특별시 관악구 신림로 386,37.488564,126.928482,11620102,1969,1929,3478,5832,7130,5453
1476,Point,2175,신림동걷고싶은문화의거리입구,관악구,서울특별시 관악구 신림로 369,37.487301,126.928703,11620102,140,152,226,397,384,387
1477,Point,2176,보라매공원 보도육교,관악구,서울특별시 관악구 신사로 132,37.488991,126.916382,11620102,282,328,595,958,1259,1001
1478,Point,2177,신대방역 2번 출구,관악구,신림동 신대방역 2번출구,37.487129,126.913017,11620102,313,270,473,719,948,905
1479,Point,2178,서울대학교 정문,관악구,신림동 56-1,37.467094,126.949326,11620102,691,602,963,1323,1798,1546
1480,Point,2179,양녕로 입구,관악구,남부순환로 1761,37.482189,126.946159,11620101,635,599,870,1598,2039,1861
1481,Point,2183,동방1교,관악구,신림로 144,37.471828,126.933922,11620102,295,233,361,643,796,712
1482,Point,2184,구암초등학교 버스정류장,관악구,관악구 봉천동 490-9,37.489491,126.945923,11620101,451,429,872,1187,1620,1224
1483,Point,2185,대학동 고시촌,관악구,서울특별시 관악구 신림로 97 밀라트,37.470467,126.938652,11620102,524,500,739,1205,1541,1345
1484,Point,2186,낙성대입구삼거리,관악구,남부순환로 1889,37.478821,126.95961,11620101,281,289,502,720,914,850
1485,Point,2187,현대시장사거리,관악구,은천로 110,37.486736,126.947517,11620101,363,277,455,841,1085,971
1486,Point,2189,봉천역 4번출구,관악구,남부순환로 1719,37.482754,126.941406,11620101,41,59,105,153,211,179
1487,Point,2190,도원맨션,관악구,남부순환로 1699,37.483688,126.939156,11620101,20,32,68,143,121,99
1488,Point,2191,대학동주민센터 ,관악구,신림로 115,37.470688,126.936485,11620102,533,606,895,1311,1619,1485
1489,Point,2195,은천교회,관악구,남부순환로 1654,37.484646,126.934509,11620102,132,161,247,337,496,351
1490,Point,2196,봉천역 3번출구,관악구,남부순환로 1700,37.483311,126.939026,11620101,250,261,441,603,697,696
1491,Point,2198,사랑의병원,관악구,남부순환로 1868,37.479465,126.956932,11620101,341,378,595,932,1082,1131
1492,Point,2199,신봉천주유소,관악구,남부순환로 1884,37.478771,126.958694,11620101,30,60,110,175,224,172
1493,Point,2201,본마을 정류소 앞,서초구,서울특별시 서초구 본마을2길 2,37.453281,127.051483,11650111,160,140,283,446,326,207
1494,Point,2202,청계산입구역 1번출구,서초구,서울특별시 서초구 청계산로 지하 179,37.448936,127.054375,11650111,775,647,1200,1790,1942,1829
1495,Point,2203,청계산입구역 2번출구,서초구,서울특별시 서초구 청계산로 지하 179,37.447659,127.055016,11650111,391,322,533,762,757,759
1496,Point,2205,내곡3단지 어린이공원 앞,서초구,서울특별시 서초구 청계산로9길 76,37.453751,127.05938,11650109,429,392,680,1279,1208,933
1497,Point,2206,언남초등학교 앞,서초구,서울특별시 서초구 헌릉로8길 42,37.454357,127.062103,11650109,198,205,444,957,1568,1025
1498,Point,2207,내곡파출소 뒤 정자,서초구,서울특별시 서초구 헌릉로 226,37.454407,127.064926,11650109,222,238,557,1065,1171,1023
1499,Point,2210,반포1동 주민센터 앞,서초구,서울특별시 서초구 사평대로 지하 285,37.505096,127.013107,11650107,664,632,1417,2565,3783,2786
1500,Point,2211,서초구립반포도서관 앞,서초구,서울특별시 서초구 고무래로 34,37.502636,127.012314,11650107,36180,35490,72860,131040,153420,115370
1501,Point,2212,서초현대4차아파트 201동 맞은편,서초구,서울특별시 서초구 고무래로 94,37.500652,127.018616,11650107,483,550,1337,2758,3238,2101
1502,Point,2213,고속터미널역 5번출구 앞,서초구,서울특별시 서초구 신반포로 지하 188,37.502232,127.002258,11650107,514,480,873,1921,1948,1576
1503,Point,2214,신반포역 2번출구 앞,서초구,서울특별시 서초구 신반포로 지하 105,37.504116,126.99749,11650107,826,632,1149,2194,3006,2527
1504,Point,2215,반포종합운동장 입구,서초구,서울특별시 서초구 신반포로16길 30,37.501713,126.995476,11650107,207,187,294,439,584,470
1505,Point,2217,아크로리버뷰 부지 앞,서초구,서초구 잠원동 78,37.513046,127.005959,11650106,81,81,174,255,228,208
1506,Point,2219,"고속터미널역 8-1번, 8-2번 출구 사이",서초구,서울특별시 서초구 신반포로 지하 188,37.506199,127.003944,11650106,172,161,215,415,258,247
1507,Point,2220,반포본동 주민센터 앞,서초구,서울특별시 서초구 신반포로 10,37.500614,126.98616,11650107,266,265,398,672,977,884
1508,Point,2221,방일초교 마을버스 정류장,서초구,서울특별시 서초구 방배로 110,37.485611,126.994682,11650101,0,0,0,131,920,1053
1509,Point,2222,사당역 12번출구 뒤,서초구,서울특별시 동작구 동작대로 지하 3,37.478069,126.982033,11650101,364,354,553,918,903,765
1510,Point,2223,방배래미안 정문 앞,서초구,서울특별시 서초구 남부순환로 2183,37.47261,126.983009,11650101,700,717,1233,2221,2832,2483
1511,Point,2225,백석예술대학교 제3캠퍼스 앞,서초구,서울특별시 서초구 방배로9길 23,37.473759,126.995247,11650101,732,729,1299,1886,2316,1871
1512,Point,2226,신동아럭스빌아파트 앞,서초구,서울특별시 서초구 방배로1길 9,37.475182,127.001389,11650101,379,332,532,718,791,680
1513,Point,2227,방배열린문화센터 앞,서초구,서울특별시 서초구 서초대로 지하 103,37.489052,126.992523,11650101,103,153,293,537,446,329
1514,Point,2228,뒷벌공원 옆,서초구,서울특별시 서초구 방배중앙로 131,37.489769,126.986763,11650101,383,366,776,1059,978,834
1515,Point,2229,로고스교회 맞은 편,서초구,서울특별시 서초구 방배천로 126,37.487011,126.984962,11650101,397,379,633,894,1177,878
1516,Point,2230,이수역 4번 출구,서초구,서울특별시 동작구 사당로 지하 310,37.485828,126.982628,11650101,273,218,303,605,607,520
1517,Point,2231,삼성타운(삼성생명) A동 맞은편,서초구,서울특별시 서초구 서초대로 405,37.496914,127.024963,11650108,475,528,714,1048,1092,855
1518,Point,2233,서초신동아1차아파트 옆,서초구,서울특별시 서초구 효령로36길 22,37.491112,127.022957,11650108,329,368,496,812,844,772
1519,Point,2235,KT 서초지사 앞,서초구,서울특별시 서초구 사평대로 73,37.482159,127.002701,11650101,591,552,939,1594,1687,1524
1520,Point,2237,서울남부터미널 대합실 입구,서초구,서울특별시 서초구 서초중앙로 지하 31,37.484558,127.01487,11650108,366,408,717,1190,1393,1145
1521,Point,2239,교대역 6번출구,서초구,서울특별시 서초구 서초대로 지하 294,37.494217,127.013786,11650108,256,269,477,784,783,643
1522,Point,2241,양재전화국 사거리,서초구,서울특별시 강남구 논현로 201,37.485378,127.041702,11650102,486,507,908,1634,1786,1600
1523,Point,2242,양재역 11번 출구 앞,서초구,서울특별시 서초구 남부순환로 지하 2585,37.48399,127.03418,11650102,35,71,127,178,229,196
1524,Point,2243,서울가정법원,서초구,서울특별시 서초구 강남대로 193,37.481491,127.036728,11650102,92,102,175,324,333,287
1525,Point,2244,교육개발원입구 교차로,서초구,서울특별시 서초구 바우뫼로1길 35,37.477852,127.03891,11650102,260,302,478,932,999,830
1526,Point,2245,양재초등학교 맞은편,서초구,서울특별시 서초구 바우뫼로18길 14,37.473614,127.03051,11650102,495,529,748,1159,1284,1068
1527,Point,2246,서울시 품질시험소 앞,서초구,서울특별시 서초구 태봉로 131,37.4692,127.029007,11650103,933,910,1276,1999,2435,2128
1528,Point,2247,섬들근린공원,서초구,서울특별시 서초구 태봉로2길 24,37.462639,127.026619,11650103,935,808,1447,3117,3155,2660
1529,Point,2248,서초리슈빌S 글로벌 앞,서초구,서울특별시 서초구 양재대로2길 8,37.459953,127.024742,11650103,78,97,244,511,555,350
1530,Point,2249,우솔초등학교 맞은편,서초구,서울특별시 서초구 양재대로2길 74,37.456234,127.019348,11650103,44,62,115,189,269,198
1531,Point,2250,서초유치원 맞은편,서초구,서울특별시 서초구 양재대로2길 74,37.455799,127.016289,11650103,94,166,232,478,537,447
1532,Point,2251,더케이호텔 입구(양재2),서초구,서울특별시 서초구 바우뫼로12길 70,37.467506,127.034477,11650102,374,319,706,1174,1352,1061
1533,Point,2252,잔디마을 마을버스 정류장,서초구,서울특별시 서초구 매헌로 16,37.463322,127.036041,11650102,983,1060,2465,5361,6991,5024
1534,Point,2255,시민의숲역 1번출구 옆,서초구,서울특별시 서초구 매헌로 지하 116,37.470165,127.03862,11650102,328,341,594,972,990,816
1535,Point,2256,양재동 꽃시장 입구,서초구,서울특별시 서초구 강남대로 27,37.46769,127.040359,11650102,820,855,1586,2835,3678,3147
1536,Point,2257,청계산 입구 삼거리,서초구,서울특별시 서초구 청계산로 10,37.462688,127.046112,11650102,723,791,1314,2329,2996,2624
1537,Point,2258,구룡사 삼거리,서초구,서울특별시 강남구 논현로2길 22,37.471539,127.05059,11650102,412,382,758,1268,1235,1065
1538,Point,2259,잠원역 3번-4번 출구사이,서초구,서울특별시 서초구 잠원로4길 지하 46,37.512989,127.011177,11650106,352,294,432,800,933,778
1539,Point,2262,한신16차아파트 119동 앞,서초구,서울특별시 서초구 나루터로4길 60,37.516197,127.009209,11650106,140,127,220,411,337,292
1540,Point,2263,바우뫼문화복지회관,서초구,서울특별시 서초구 바우뫼로 43,37.471928,127.02684,11650103,139,123,247,554,563,515
1541,Point,2264,이수역 1번출구,서초구,서울특별시 서초구 동작대로 134,37.488972,126.982719,11650101,355,309,589,1083,1254,1024
1542,Point,2265,이수고가차도 남단,서초구,서울특별시 서초구 동작대로 204 청남빌딩,37.494743,126.983063,11650101,233,198,414,657,804,517
1543,Point,2266,서초역 3번출구,서초구,서울특별시 서초동 1748-14,37.49054,127.008163,11650108,350,344,782,1230,1319,1111
1544,Point,2268,서초4동주민센터,서초구,서울특별시 서초동 1389,37.502319,127.02227,11650108,597,597,822,1132,1532,1481
1545,Point,2269,주홍교 하부,서초구,서울특별시 잠원동 91-29,37.510349,127.016052,11650106,45,19,47,82,84,87
1546,Point,2270,서초포레스타 7단지,서초구,서울특별시 신원동 266,37.448967,127.057739,11650111,383,374,773,1616,1604,1379
1547,Point,2271,내방역 8번출구 앞,서초구,서울특별시 서초구 방배로 162,37.488022,126.994118,11650101,138,186,601,1170,1549,1162
1548,Point,2272,교대입구 교차로,서초구,서울특별시 서초동 1748-33,37.487308,127.010582,11650108,659,630,1195,1803,1988,1733
1549,Point,2273,일동제약 사거리,서초구,서울특별시 양재동 67-12,37.477829,127.038269,11650102,193,176,332,589,713,512
1550,Point,2274,양재시민의숲역 3번출구,서초구,서울특별시 양재동 316-11,37.46965,127.039612,11650102,213,183,343,499,749,611
1551,Point,2275,염곡치안센터 건너편,서초구,서울특별시 염곡동 260-1,37.461578,127.048798,11650110,96,153,210,321,209,154
1552,Point,2276,영동1교 (양재천근린공원),서초구,서울특별시 양재동 261-23,37.474388,127.038902,11650102,149,154,282,466,384,325
1553,Point,2277,길마중4교 하부,서초구,서울특별시 잠원동 84-3,37.514839,127.015602,11650106,140,136,157,207,205,196
1554,Point,2279,교대역 5번출구뒤,서초구,서울특별시 서초구 서초중앙로 130,37.493618,127.014183,11650108,224,252,380,584,555,427
1555,Point,2280,서울서초고용센터앞,서초구,서울특별시 서초구 반포대로 43,37.484161,127.010971,11650108,7,25,16,32,56,43
1556,Point,2281,연세사랑병원신관앞,서초구,서울특별시 서초구 효령로 10,37.475979,126.986282,11650101,10,24,24,33,86,68
1557,Point,2282,방배래미안아트힐 101동앞,서초구,서울특별시 서초구 남부순환로 2311-12,37.477203,127.005837,11650101,7,6,30,36,58,41
1558,Point,2283,그룹한빌딩옆,서초구,서울특별시 서초구 서초대로 62,37.486526,126.989166,11650101,36,52,98,140,122,104
1559,Point,2284,CJ오쇼핑앞,서초구,서울특별시 서초구 과천대로 870-13,37.468102,126.986801,11620103,329,286,475,798,984,754
1560,Point,2285,LH서초3단지 301동 맞은편,서초구,서울특별시 서초구 양재대로2길 33,37.457424,127.022652,11650103,677,609,925,1510,1668,1441
1561,Point,2286,탑성마을입구,서초구,서울특별시 서초구 탑성말길 2,37.458549,127.055885,11650110,338,344,573,887,862,742
1562,Point,2287,능안마을입구,서초구,서울특별시 서초구 능안말길 1-2,37.45562,127.0671,11650109,262,225,340,650,679,543
1563,Point,2288,안골마을입구,서초구,서울특별시 서초구 안골2길 3,37.455608,127.064453,11650109,298,298,545,831,946,907
1564,Point,2289,남태령역 2번출구,서초구,서울특별시 서초구 과천대로 810,37.464298,126.988525,11650101,495,608,844,3858,4668,2971
1565,Point,2293,SPC 앞,서초구,서울특별시 서초구 남부순환로 2620,37.484798,127.036995,11650102,489,554,851,1144,1404,1166
1566,Point,2294,두상빌딩 앞,서초구,서울특별시 서초구 언남길 87,37.475906,127.046242,11650102,413,583,908,1689,1623,1284
1567,Point,2297,남부터미널역 1번출구,서초구,서울특별시 서초구 서초중앙로 38,37.485672,127.015923,11650108,11,70,252,347,433,246
1568,Point,2298,래미안서초스위트앞,서초구,서울특별시 서초구 서운로 221,37.502411,127.021607,11650108,163,131,284,551,613,439
1569,Point,2299,한전아트센터 앞,서초구,서울특별시 서초구 효령로72길 60,37.486469,127.028061,11650108,932,944,1658,2704,3003,2271
1570,Point,2301,현대고등학교 건너편,강남구,서울특별시 강남구 압구정로 134,37.524071,127.02179,11680110,119,130,379,610,699,492
1571,Point,2302,교보타워 버스정류장(신논현역 3번출구 후면),강남구,서울특별시 강남구 봉은사로 지하 102,37.505581,127.024277,11680108,331,333,711,1338,1436,1289
1572,Point,2303,논현역 7번출구,강남구,서울특별시 강남구 학동로 지하 102,37.511372,127.021462,11680108,166,125,335,583,702,416
1573,Point,2304,대현그린타워 앞,강남구,서울특별시 강남구 언주로 626,37.511627,127.035652,11680108,153,184,419,591,800,655
1574,Point,2305,MCM 본사 직영점 앞,강남구,서울특별시 강남구 언주로 734,37.520641,127.034508,11680108,213,211,389,420,595,278
1575,Point,2306,압구정역 2번 출구 옆,강남구,서울특별시 강남구 압구정로 지하 172,37.527122,127.028717,11680107,184,259,475,720,1059,677
1576,Point,2307,압구정 한양 3차 아파트,강남구,서울특별시 강남구 압구정로 321,37.528381,127.039017,11680110,237,241,457,900,1002,907
1577,Point,2308,압구정파출소 앞,강남구,서울특별시 강남구 압구정로 311,37.529301,127.035599,11680110,132,203,477,1028,1164,798
1578,Point,2309,청담역(우리들병원 앞),강남구,서울특별시 강남구 학동로 443,37.518902,127.049385,11680104,287,254,670,1172,1469,973
1579,Point,2310,청담동 맥도날드 옆(위치),강남구,서울특별시 강남구 학동로 지하 508,37.523613,127.040176,11680104,236,276,669,1315,1546,1068
1580,Point,2311,학동로 래미안 아파트 앞,강남구,서울특별시 강남구 학동로 지하 508,37.517773,127.043022,11680104,133,120,364,567,716,533
1581,Point,2312,청담역 13번 출구 앞,강남구,서울특별시 강남구 영동대로 703,37.52058,127.056328,11680104,255,262,537,877,961,698
1582,Point,2313,금원빌딩 앞,강남구,서울특별시 강남구 도산대로 539,37.525116,127.052467,11680104,285,259,427,752,963,870
1583,Point,2314,청담나들목입구,강남구,서울특별시 강남구 영동대로128길 59,37.521275,127.061035,11680105,308,297,503,817,1029,870
1584,Point,2315,봉은사역 5번출구 옆,강남구,서울특별시 강남구 봉은사로 지하 601,37.514248,127.061119,11680105,336,276,543,762,810,534
1585,Point,2316,삼성역 8번출구,강남구,서울특별시 강남구 영동대로 502,37.509575,127.063408,11680105,464,437,782,1351,1590,1495
1586,Point,2317,삼성도로공원,강남구,서울특별시 강남구 영동대로112길 66,37.515888,127.0662,11680105,508,466,630,862,1071,993
1587,Point,2318,삼성중앙역4번출구(문화센터더 리빌),강남구,서울특별시 강남구 봉은사로 531,37.513577,127.055031,11680105,231,287,514,603,656,474
1588,Point,2319,포스코사거리 서측(수협 삼성동 지점),강남구,서울특별시 강남구 테헤란로 435,37.506607,127.05468,11680105,524,447,833,1191,1416,1361
1589,Point,2320,도곡역 대치지구대 방향,강남구,서울특별시 강남구 남부순환로 지하 2814,37.491928,127.056969,11680106,323,363,675,858,981,800
1590,Point,2321,학여울역 사거리,강남구,서울특별시 강남구 남부순환로 지하 3104,37.496117,127.069443,11680106,144,136,0,0,351,484
1591,Point,2322,삼성역 3번 출구,강남구,서울특별시 강남구 테헤란로 534,37.508091,127.063103,11680106,391,346,520,907,903,893
1592,Point,2323,주식회사 오뚜기 정문 앞,강남구,서울특별시 강남구 영동대로 308,37.502213,127.067207,11680106,284,256,496,758,822,606
1593,Point,2324,천주교 대치 2동 교회 옆,강남구,서울특별시 강남구 도곡로 540,37.500439,127.066223,11680106,631,670,1038,1550,1822,1515
1594,Point,2325,대치삼성아파트 앞 교차로,강남구,서울특별시 강남구 도곡로 447,37.49865,127.059319,11680106,543,592,909,1059,1419,1265
1595,Point,2326,대치동 삼성로,강남구,서울특별시 강남구 삼성로 350,37.502396,127.0588,11680106,83,110,229,325,251,239
1596,Point,2327,뱅뱅사거리 랜드마크타워 앞,강남구,서울특별시 강남구 강남대로 308,37.490551,127.031464,11680101,750,705,1141,2158,2691,2305
1597,Point,2328,르네상스 호텔 사거리 역삼지하보도 7번출구 앞,강남구,서울특별시 강남구 언주로 506,37.503212,127.042732,11680101,175,157,276,412,653,576
1598,Point,2329,르네상스호텔사거리 역삼지하보도 2번출구,강남구,서울특별시 강남구 테헤란로 지하 156,37.502357,127.04319,11680101,284,315,518,763,806,602
1599,Point,2330,역삼월드메르디앙아파트 앞,강남구,서울특별시 강남구 도곡로 183,37.492199,127.039459,11680101,385,338,458,680,761,724
1600,Point,2331,동영문화센터앞,강남구,서울특별시 강남구 언주로 337,37.498051,127.044601,11680101,889,807,1527,2699,3152,2657
1601,Point,2332,선릉역3번출구,강남구,서울특별시 강남구 선릉로 435,37.504009,127.04908,11680101,265,231,446,686,822,830
1602,Point,2333,양재역 3번출구 주변,강남구,서울특별시 강남구 강남대로 240,37.485157,127.034073,11680118,526,519,999,1650,2040,1766
1603,Point,2334,삼호아파트 2동 ( 간선도로),강남구,서울특별시 강남구 선릉로 지하 228,37.493759,127.045898,11680118,22,31,82,83,113,106
1604,Point,2335,3호선 매봉역 3번출구앞,강남구,서울특별시 강남구 남부순환로 2748,37.486767,127.046761,11680118,123,129,252,509,799,763
1605,Point,2336,강남세브란스교차로 래미안그레이튼 104동 앞,강남구,서울특별시 강남구 선릉로 지하 228,37.494236,127.047462,11680118,155,163,330,476,392,215
1606,Point,2337,대모산입구역 2번출구 앞,강남구,서울특별시 강남구 영동대로 101,37.492077,127.071976,11680103,1032,923,1720,2975,3575,2484
1607,Point,2339,현대아파트 정문 앞,강남구,서울특별시 강남구 언주로 107,37.483261,127.0523,11680103,182,290,381,488,516,383
1608,Point,2340,삼호물산버스정류장(23370) 옆,강남구,서울특별시 강남구 논현로 82,37.477509,127.045174,11650102,126,159,274,307,329,307
1609,Point,2341,일원역 4~5번 출구 사이,강남구,서울특별시 강남구 일원로 127,37.483311,127.084938,11680114,149,167,253,427,499,478
1610,Point,2342,대청역 1번출구 뒤,강남구,서울특별시 강남구 개포로 623,37.494007,127.079514,11680103,155,150,248,292,324,172
1611,Point,2343,세곡사거리 대왕파출소 앞,강남구,서울특별시 강남구 헌릉로 623,37.465317,127.107727,11680111,256,294,577,687,779,538
1612,Point,2344,리엔파크 2단지 앞,강남구,서울특별시 강남구 헌릉로590길 10,37.465061,127.101196,11680111,72,81,192,329,429,330
1613,Point,2347,두산건설 본사,강남구,서울특별시 강남구 언주로 726,37.518639,127.0354,11680108,136,156,406,747,854,704
1614,Point,2348,포스코사거리(기업은행),강남구,서울특별시 강남구 테헤란로 501,37.507233,127.056854,11680105,193,275,465,747,654,458
1615,Point,2349,역삼빌딩 앞(하나은행 옆),강남구,서울특별시 강남구 테헤란로 지하 156,37.501545,127.038567,11680101,225,193,353,593,677,566
1616,Point,2350,래미안그레이튼102동앞,강남구,서울특별시 강남구 선릉로69길 19,37.494823,127.047905,11680101,15540,15010,22720,31870,33850,30400
1617,Point,2351,청소년수련관(수영장)앞,강남구,서울특별시 강남구 광평로 144,37.483879,127.089027,11680115,239,269,494,638,783,683
1618,Point,2352,서울본부세관(건설회관 앞),강남구,서울특별시 강남구 언주로 721,37.51759,127.035027,11680108,463,448,886,1471,1518,1086
1619,Point,2353,강남구청역 2번출구 뒤,강남구,서울특별시 강남구 학동로 342,37.516811,127.040474,11680108,180,164,314,382,467,377
1620,Point,2354,청담역 2번출구,강남구,서울특별시 강남구 영동대로 647,37.519787,127.056763,11680105,244,263,632,837,931,683
1621,Point,2355,삼성역 5~6번 출구 사이,강남구,서울특별시 강남구 봉은사로 524,37.509121,127.062309,11680105,323,365,673,1249,1420,1122
1622,Point,2356,강남구청,강남구,서울특별시 강남구 학동로 지하 346,37.51807,127.047119,11680105,247,219,465,488,446,485
1623,Point,2357,르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번,강남구,서울특별시 강남구 언주로89길 7,37.501949,127.04277,11680101,474,470,797,1269,1522,1190
1624,Point,2358,구룡초사거리 (현대아파트10동 앞 ),강남구,서울특별시 강남구 개포로 303,37.481384,127.053917,11680103,162,170,268,417,663,511
1625,Point,2359,"국립국악중,고교 정문 맞은편",강남구,서울특별시 강남구 논현로10길 29,37.475605,127.050377,11680103,180,164,292,357,315,334
1626,Point,2360,도곡1동 주민센터 교차로,강남구,서울특별시 강남구 도곡로 205,37.492809,127.041389,11680101,305,349,586,1248,1528,1124
1627,Point,2362,신사동 가로수길 입구,강남구,서울특별시 강남구 신사동 501-5,37.517635,127.022453,11680107,424,449,617,815,952,792
1628,Point,2363,강남 을지병원 교차로,강남구,서울특별시 강남구 도산대로 172 ,37.519138,127.027519,11680108,373,350,667,1098,1475,1257
1629,Point,2364,도산공원교차로,강남구,서울특별시 강남구 도산대로 229 ,37.52124,127.031898,11680107,105,85,213,317,496,513
1630,Point,2365,K+ 타워 앞,강남구,서울특별시 강남구 도산대로 333 ,37.5233,127.038475,11680107,1206,1178,2208,3612,4568,3551
1631,Point,2368,도곡동 경남아파트 건너편,강남구,서울특별시 강남구 도곡동 874-1,37.489342,127.041298,11680118,179,207,396,582,572,508
1632,Point,2369,KT선릉타워,강남구,서울특별시 강남구 대치동 1011,37.505428,127.052872,11680106,285,260,421,639,683,536
1633,Point,2370,한티역 3번출구,강남구,서울특별시 강남구 대치동 1026,37.496552,127.054298,11680106,167,155,343,410,567,467
1634,Point,2371,한국우편사업진흥원,강남구,서울특별시 강남구 언주로 651,37.514748,127.035133,11680108,51,80,154,295,338,329
1635,Point,2372,대치역 사거리,강남구,서울특별시 강남구 삼성로 156 ,37.494499,127.063797,11680106,610,594,1158,1849,2373,1967
1636,Point,2373,개포동역 사거리,강남구,서울특별시 강남구 개포동 181-3,37.489277,127.065575,11680103,265,270,529,750,870,738
1637,Point,2375,수서역 1번출구 앞,강남구,서울특별시 강남구 수서동 728,37.48735,127.100998,11680115,79,104,239,370,395,224
1638,Point,2376,수서역 6번출구 앞,강남구,서울특별시 강남구 수서동 740,37.486778,127.100517,11680115,336,302,609,1008,1384,1218
1639,Point,2377,수서역 5번출구 뒤,강남구,서울특별시 강남구 수서동 724-4,37.48735,127.102325,11680115,177,202,368,633,711,515
1640,Point,2380,삼성동베이직하우스앞,강남구,서울특별시 강남구 봉은사로 456,37.511696,127.049347,11680105,234,273,479,698,791,699
1641,Point,2381,언주역 6번출구앞,강남구,서울특별시 강남구 논현로 566,37.506367,127.034523,11680101,165,107,219,376,404,392
1642,Point,2382,역삼동 sk뷰 501동앞,강남구,서울특별시 강남구 역삼로 315-1,37.501343,127.050468,11680101,16,11,19,7,9,4
1643,Point,2383,보금자리정원,강남구,서울특별시 강남구 헌릉로569길 39-6,37.466328,127.094887,11680111,105,93,141,180,179,195
1644,Point,2384,자곡사거리,강남구,서울특별시 강남구 밤고개로 206,37.476028,127.105942,11680112,45,24,76,97,93,85
1645,Point,2385,학동역,강남구,서울특별시 강남구 학동로 지하 180,37.51395,127.030151,11680108,387,337,580,919,1070,796
1646,Point,2386,크린랩 본사,강남구,논현동 279-166,37.509586,127.040909,11680108,51,49,79,80,119,164
1647,Point,2387,래미안강남힐즈 사거리,강남구,서울특별시 강남구 자곡로 101,37.472454,127.096077,11680112,261,299,520,1142,933,706
1648,Point,2388,강남구 도시관리공단,강남구,강남구 삼성동 111-61,37.516785,127.051613,11680105,224,231,327,351,302,283
1649,Point,2389,경기여자고등학교 후문 (삼성로3길 입구),강남구,강남구 개포동 198,37.48616,127.067238,11680103,101,154,191,304,251,206
1650,Point,2390,구룡마을 입구 (래미안블레스티지 아파트),강남구,강남구 개포동 146-1,37.480881,127.063042,11680103,74,72,147,282,373,299
